uuid,sex,age,region
d4baf88b-4eb0-437f-a13c-0d2b58700794,Masculino,37,Metropolitana de Santiago
d4baf88b-4eb0-437f-a13c-0d2b58700794,Masculino,37,Metropolitana de Santiago
7d50e435-9c4f-495c-88de-d42358247aa5,Masculino,50,Metropolitana de Santiago
7d50e435-9c4f-495c-88de-d42358247aa5,Masculino,50,Metropolitana de Santiago
d13fbb27-02fc-4f8f-bd48-0d1a4475d738,Femenino,25,Valparaíso
d4baf88b-4eb0-437f-a13c-0d2b58700794,Masculino,37,Metropolitana de Santiago
7d50e435-9c4f-495c-88de-d42358247aa5,Masculino,50,Metropolitana de Santiago
7d50e435-9c4f-495c-88de-d42358247aa5,Masculino,50,Metropolitana de Santiago
7d50e435-9c4f-495c-88de-d42358247aa5,Masculino,50,Metropolitana de Santiago
7d50e435-9c4f-495c-88de-d42358247aa5,Masculino,50,Metropolitana de Santiago
d4baf88b-4eb0-437f-a13c-0d2b58700794,Masculino,37,Metropolitana de Santiago
7d50e435-9c4f-495c-88de-d42358247aa5,Masculino,50,Metropolitana de Santiago
d13fbb27-02fc-4f8f-bd48-0d1a4475d738,Femenino,25,Valparaíso
d13fbb27-02fc-4f8f-bd48-0d1a4475d738,Femenino,25,Valparaíso
d4baf88b-4eb0-437f-a13c-0d2b58700794,Masculino,37,Metropolitana de Santiago
de10ef6d-e248-4520-93d7-e415f054d46a,Femenino,28,Aysén
0e909397-fea6-4e25-8cc4-9cd872d4fa68,Femenino,26,Metropolitana de Santiago
63f15fc0-38f2-4573-aaf9-f0f551c597ed,Masculino,23,Biobío
54174cb7-e89c-46dd-a8ed-9e3c69c7605b,Masculino,32,Fuera de Chile
31788750-9b6d-4b69-af0a-d1ceb2e5a848,Masculino,38,Tarapacá
7d232d80-f1d7-42e1-b815-e96128dd6992,Femenino,34,Metropolitana de Santiago
7f170267-d300-4dda-af5e-ca0dc795c4d0,Femenino,28,Biobío
6ba9596f-2094-4001-9bf7-d2a41c48b455,Masculino,30,Metropolitana de Santiago
27d1d70d-23af-4a67-a81c-1f0a23225d28,Masculino,26,Metropolitana de Santiago
79b73fb4-1b7e-4157-9d5b-d544d2cccd2a,Masculino,21,Biobío
d4baf88b-4eb0-437f-a13c-0d2b58700794,Masculino,37,Metropolitana de Santiago
7d50e435-9c4f-495c-88de-d42358247aa5,Masculino,50,Metropolitana de Santiago
5195bd12-43bb-4576-9a30-d3181d950fe9,Masculino,48,Metropolitana de Santiago
9e5136aa-fee3-41be-836b-34ffbd7d7692,Masculino,38,Metropolitana de Santiago
3456606c-e2a6-4bca-816b-88b51564cb97,Femenino,65,Valparaíso
609d6f42-c557-468a-abaa-3a012d84ca36,Femenino,32,Los Lagos
ac11a293-81af-458a-b80a-3832fa249741,Masculino,36,Metropolitana de Santiago
2fc61762-1b06-4545-9c3c-ef103a5a8b94,Femenino,23,Biobío
f28aa222-23cc-4f63-89c7-66de75092ce1,Masculino,39,Los Lagos
cb48983b-3eac-4974-8a55-8b30c17a68c9,Femenino,47,Metropolitana de Santiago
6dce4fd3-2a44-409c-851a-3d3b61b1361f,Femenino,38,Metropolitana de Santiago
62ce181e-d765-4cf7-b907-0f4cf9705034,Femenino,34,Metropolitana de Santiago
692d4628-b3b1-412a-bd90-4f1600f3ff4e,Masculino,31,Valparaíso
71f623e3-49d8-477e-bbfc-acb5b84fbed1,Femenino,24,Maule
dc5c93eb-558d-4172-851d-9ea6aa645643,Femenino,25,Biobío
23b777c4-7e18-4551-944d-4da07c6d803c,Masculino,27,Metropolitana de Santiago
3b2d5889-3b68-4ca3-8fc3-18e0d5c5a012,Masculino,29,Metropolitana de Santiago
06832326-57fe-4e94-a219-7d97be37d0ee,Femenino,27,Metropolitana de Santiago
e737b5fd-7e59-4878-bdc7-3f1021f5296c,Femenino,21,O'Higgins
3390de83-47c5-4804-a1a0-18dc1fb0d439,Masculino,34,Valparaíso
6b8f605f-a11c-4f18-9694-42a3ac508396,Otro,40,Metropolitana de Santiago
47509220-59b2-4999-a05e-3efe4fbdb8aa,Masculino,34,Metropolitana de Santiago
c93484f3-46c8-494e-868f-f6f34735d03e,Masculino,34,Valparaíso
20259c8f-d329-4486-af58-c27649b0d992,Femenino,39,Metropolitana de Santiago
0b78a076-3213-4128-8968-5e3472dee290,Femenino,37,Biobío
78fd7dd1-baf8-4264-9b3c-906b5b26f24f,Femenino,32,Valparaíso
79e15301-f59d-49b0-9990-d0e35cb2b87f,Femenino,28,Metropolitana de Santiago
a5b04b0f-672e-41d4-8ea6-6bd805adca6a,Femenino,29,Valparaíso
24363d1c-16a4-4883-b93d-088a522c3920,Femenino,35,Tarapacá
2236552b-7881-4011-a8a6-6f9ab62edaf1,Masculino,30,Fuera de Chile
f5353ef1-ed62-443d-9b1b-65133d3078f2,Femenino,39,Biobío
efbe5f29-2f1d-440d-ac1a-1619adce88c5,Femenino,29,Metropolitana de Santiago
a3276f3b-d0e6-4dbe-9fb0-5c63e680b189,Femenino,23,Maule
7c172c85-db61-4d0a-a0a9-adf9d5aa73dd,Masculino,35,Tarapacá
bddc6d64-c6d5-438b-9d9a-09694d537a97,Masculino,38,Metropolitana de Santiago
b67339c3-131f-4012-8f5e-614402c16805,Masculino,20,Metropolitana de Santiago
25738bc8-f26f-4e8e-afea-ef1c071adc38,Masculino,37,Metropolitana de Santiago
7c569e2c-e66a-49af-9c47-24c4f29f06cb,Masculino,43,Metropolitana de Santiago
13a42689-95f5-4401-8159-15400d433998,Masculino,37,Valparaíso
0873af0d-f573-4919-b05e-609d13ff5618,Otro,45,Antofagasta
fd3d7d4c-378d-4457-b93e-4c6de5c1b29a,Femenino,27,Metropolitana de Santiago
21967681-7551-44cb-8f91-ff5ae3fcdcb2,Femenino,36,Metropolitana de Santiago
780d0a69-9811-47b7-a755-dce361efdb96,Masculino,37,Biobío
5b269e48-d8da-463b-8677-41a6c3df0e58,Masculino,34,Metropolitana de Santiago
32d582e7-a2d6-491e-aaf2-5a2965b0023b,Masculino,41,Metropolitana de Santiago
3ab7a2c2-206e-40fc-a8b4-65ecc0652886,Femenino,32,Metropolitana de Santiago
160c7e88-113b-4422-aa79-372938ff128d,Femenino,33,Fuera de Chile
01fef74a-f8f3-4d1d-82b3-bd2da11fc579,Masculino,42,Valparaíso
b454dbf6-fae5-4695-8ee1-2828c6140601,Masculino,31,Metropolitana de Santiago
16a97bcb-97cc-4004-82d7-bef4e8b63854,Masculino,17,Valparaíso
ad27ddd9-17bf-41ba-88ea-f5e8b34daaeb,Masculino,29,Metropolitana de Santiago
044987fe-6707-4c59-a38f-2e56eb1ed4b9,Masculino,23,Coquimbo
1d620541-0c77-4c88-9eaf-c3bd9eb824ad,Femenino,25,Valparaíso
dcea15f6-5c4d-4265-b952-55215896aa22,Masculino,24,Valparaíso
ca6a4e89-83c4-4200-aa5b-739c96fac4fe,Masculino,35,Metropolitana de Santiago
9a7be8ba-1bd3-40f8-b6c7-898557b17712,Masculino,33,Metropolitana de Santiago
d3d93ac7-49de-4091-b76e-27ec6e4e571d,Masculino,29,Metropolitana de Santiago
33e993ff-ae00-4d19-8c96-5664dea74e53,Masculino,29,Metropolitana de Santiago
b1847616-2a60-4bac-b2cd-86c0c4641101,Masculino,36,Metropolitana de Santiago
827a4c50-d1ed-4f81-b600-973ea94dad9f,Masculino,18,Valparaíso
4a0d76db-6f9a-4382-995a-a321cd631b6e,Masculino,27,O'Higgins
b2199b2c-8a6e-4e17-a9d9-b893644eb123,Femenino,30,Biobío
7fe293c1-c7a0-4f9a-8880-6bec7dd61a38,Masculino,28,Biobío
cd98ae2c-6f2f-4edc-9082-29abbd769b7a,Masculino,29,Biobío
019e83e0-9da3-49cb-a452-c0b8b3d92e0e,Masculino,32,Ñuble
2489ad36-af3a-4efe-b5fc-b5ab42292047,Masculino,38,Metropolitana de Santiago
aa6b2a34-f1e7-42f5-a537-df80fc381d00,Femenino,25,Metropolitana de Santiago
77ab07d6-a51a-48e1-ad53-8aee3c5f6a95,Masculino,36,Arica y Parinacota
382806ad-0f56-4abe-81f2-e9864ed8981b,Masculino,20,Antofagasta
e7681343-962c-4fc8-a17c-48cddce47246,Masculino,28,Valparaíso
930e12af-4313-4c6b-9f88-b1e73299153d,Masculino,39,Metropolitana de Santiago
72647782-cb9e-4ef5-b6e4-d165bd63ec2c,Masculino,33,Metropolitana de Santiago
3b300984-085e-4c10-b502-9c26bdd4195a,Masculino,31,Metropolitana de Santiago
874f8a02-ec58-42a2-8e2d-ad7c93802c1e,Masculino,33,Arica y Parinacota
77d2eccd-065d-48e0-8c2f-2c4bcd7a82de,Masculino,37,Araucanía
77d2eccd-065d-48e0-8c2f-2c4bcd7a82de,Masculino,37,Araucanía
77d2eccd-065d-48e0-8c2f-2c4bcd7a82de,Masculino,37,Araucanía
eb6c2f82-fa9f-490f-9527-faee57c337f2,Femenino,30,Fuera de Chile
ccece887-e3fd-456d-af3c-686d73eb5469,Masculino,31,Metropolitana de Santiago
160c7e88-113b-4422-aa79-372938ff128d,Femenino,33,Fuera de Chile
9b95ded8-04f5-4fea-b47c-c5c4ff71a1c9,Femenino,31,Metropolitana de Santiago
6edeb079-016f-4cc1-af0c-00f4e04b2687,Masculino,29,Valparaíso
ab6c79e4-2c2b-4fb7-b816-0e2bcf3042c5,Masculino,34,Metropolitana de Santiago
06d25483-c423-431d-a61c-60223f3870ab,Masculino,31,Antofagasta
d14a5a53-64b7-49ec-9572-efea32f8c78c,Masculino,20,Valparaíso
4be93a14-eb6a-4ce6-893d-a29a5fd24a5e,Femenino,36,Fuera de Chile
af1f5ab1-fa11-420c-8556-91cf954de191,Masculino,26,Biobío
2853058f-f3fd-48c1-8f28-96558abc75eb,Femenino,54,Metropolitana de Santiago
59197573-c9ed-4707-93f3-01528614d50d,Masculino,23,Biobío
4e6604e0-0bc6-4c75-9670-e06fc34f55af,Masculino,41,Metropolitana de Santiago
23040021-c33a-4daa-9339-905910beb926,Femenino,39,Metropolitana de Santiago
23040021-c33a-4daa-9339-905910beb926,Femenino,39,Metropolitana de Santiago
d7db923f-c90b-4c44-abe6-07722e3a0ae1,Masculino,35,Biobío
3d9f35f3-56a6-4e8f-a542-188f6f687bef,Femenino,28,Valparaíso
f5e55c63-e6ff-4a6d-b1f3-27bbc0fff789,Masculino,31,Los Ríos
76346068-642a-4037-a39b-ee4f8052d9f9,Femenino,34,Fuera de Chile
65074aff-a784-4b26-9440-0cfc10fbaf7f,Masculino,26,Metropolitana de Santiago
cbc665cd-5fb5-4f56-a15b-6ab72fedfa41,Masculino,25,Metropolitana de Santiago
713c230a-7650-4c55-baa6-3bb6377f84f9,Femenino,41,Metropolitana de Santiago
0efb8a46-f73c-4b21-be37-02f9790c07b7,Femenino,35,Valparaíso
74cef80c-9715-4039-99e1-c3704f50fded,Masculino,24,Biobío
4f5d20db-4100-4a80-9aa8-6eed2a0e063a,Femenino,22,Fuera de Chile
7b26617b-4762-40d0-ac38-5cc37bccdeac,Masculino,34,Fuera de Chile
78d51ae1-f4ea-4db5-96cb-701b2f29e2ad,Femenino,51,Metropolitana de Santiago
fe03c6e2-e467-4b17-9970-31a14ad1de97,Masculino,50,Metropolitana de Santiago
e97a5161-1e43-4855-a51a-c87cffc7ac98,Masculino,33,Metropolitana de Santiago
0bc38ab0-a978-444a-baf7-429d04a92f6c,Femenino,37,Metropolitana de Santiago
529e0824-09ed-489b-92c5-376210e1a01b,Masculino,31,Metropolitana de Santiago
d51d5e47-850e-4f40-aebc-db0447ba0579,Masculino,32,Metropolitana de Santiago
9a92f714-5f2e-42c1-bc19-fe6afb0d159e,Femenino,21,Valparaíso
66d2e809-da29-4218-93ec-57bb5412846b,Masculino,33,O'Higgins
02f678b0-e4f8-410c-9e31-72cccc4e4321,Masculino,34,Metropolitana de Santiago
687c54a8-fbfc-474f-87eb-8f67682001d0,Masculino,29,Metropolitana de Santiago
e53743ab-c287-4a4f-b484-4a99476fd7a5,Masculino,28,Metropolitana de Santiago
76eb9486-2345-43f8-8b88-3f18ecf22fa8,Masculino,38,Metropolitana de Santiago
94850f34-8c55-4e77-b497-501c24e74341,Masculino,35,Biobío
78087657-b2a4-4b12-8ca7-232c84741397,Femenino,62,Araucanía
78087657-b2a4-4b12-8ca7-232c84741397,Femenino,62,Araucanía
977989b4-a2ad-4e38-8a67-bea606607fd0,Masculino,25,Metropolitana de Santiago
a6c342c2-b0f0-4075-8dc2-479b94dabd41,Masculino,20,Metropolitana de Santiago
6b18ce60-22d9-443d-9375-47188d269743,Masculino,41,Metropolitana de Santiago
5ada688f-726a-4b78-b2f6-a22d87bb5dca,Masculino,32,Valparaíso
ceeb7276-f255-415d-bf50-ad78586915c2,Femenino,26,Metropolitana de Santiago
3d34c967-5c20-45ae-b843-f90319cb8dff,Masculino,30,Biobío
72693a33-c153-4d4e-9c8f-395958ab8682,Masculino,32,Fuera de Chile
b1278d42-8f75-4e3d-afea-6a2816f1751b,Masculino,28,O'Higgins
54edf6d0-2341-43c9-b189-e94b2b127a3e,Masculino,23,Metropolitana de Santiago
f81c8620-c3f8-4419-8c9b-45fab7d2334b,Masculino,37,Metropolitana de Santiago
6bfc6417-c415-4883-95b9-f8d9297fadc3,Masculino,21,Valparaíso
cfedc88a-e5ba-4e2c-b0dc-9ee5114ce240,Femenino,24,Biobío
77c67cad-fbef-4bfc-8b1a-db81118dae31,Masculino,29,Metropolitana de Santiago
1c62f52d-52e7-471e-8058-7bd66e7c6bc9,Masculino,29,Metropolitana de Santiago
d1eb4907-deae-4892-9bb3-b2531f146a7e,Masculino,26,Metropolitana de Santiago
f0d9ca18-af09-4c82-909f-07638e839e4f,Masculino,27,Fuera de Chile
37a0bb70-4596-4a58-84db-d6ca4acaa5c9,Femenino,17,Metropolitana de Santiago
1a51bc6e-08bc-489d-a89c-9a5a0555b29f,Femenino,36,Araucanía
d6c18922-5e44-4aa1-ab4a-9f11e9484b30,Masculino,36,Fuera de Chile
ccae7889-1be3-4d7b-acb2-085b3423d3af,Femenino,26,Metropolitana de Santiago
d12b2af9-0d99-4102-91af-37409b06b013,Femenino,34,Metropolitana de Santiago
c91553c9-eca5-430d-8320-f64a8abf3569,Femenino,30,Metropolitana de Santiago
0cc06db8-5a26-4613-9746-cd5b02874fb4,Masculino,39,Metropolitana de Santiago
eafbd574-7e0a-46e7-aced-218855ef9718,Masculino,40,Fuera de Chile
44a94b90-cee6-4e6e-be37-8efd8ca8a597,Masculino,43,Fuera de Chile
7d00a089-0e70-4563-9321-108e7d8791ec,Femenino,29,Fuera de Chile
3bac2f92-9ab2-4be4-98bb-0cd51883abe5,Femenino,38,Metropolitana de Santiago
e39376fc-6ae8-4be9-8a67-f4ce451ef780,Femenino,36,Tarapacá
f4e76491-6df4-4571-a29c-841763c30eed,Masculino,28,Fuera de Chile
5c92a8dc-3031-4699-b8bc-6cb2938fb1b5,Masculino,30,Metropolitana de Santiago
3c032f8e-92dd-4163-ab49-7ea4d51081a8,Femenino,28,Metropolitana de Santiago
d4c256fe-2681-447e-a78a-5f94bb6e7063,Femenino,30,Metropolitana de Santiago
c86cf8a3-4c35-41d9-bb69-d7a56e3c6848,Masculino,59,Metropolitana de Santiago
2b99717d-a356-4883-97ce-fe8af5745a96,Masculino,35,Metropolitana de Santiago
522a96cd-3456-4b14-abd0-48319c6945d9,Masculino,28,Los Lagos
c7c7c8b4-caa4-4e4f-844d-18380084fca2,Masculino,28,Metropolitana de Santiago
bfb009e7-2b0f-492c-b877-7e0a4b68440e,Masculino,32,Metropolitana de Santiago
cfde4072-4623-4e45-a0fd-3c5fb2fb22e5,Masculino,66,Metropolitana de Santiago
2dc130f8-e74b-4dd8-bb6a-2b99eb1a2c02,Masculino,37,Metropolitana de Santiago
997e4f17-7ce4-4378-8615-592a768c0e55,Masculino,31,Metropolitana de Santiago
c069f837-db10-4171-8f9a-b886bfd5ddae,Masculino,37,Metropolitana de Santiago
85f83e5c-56e2-404f-bd4c-142191f30a88,Femenino,31,Valparaíso
e340d6b1-e205-499f-9f04-a961cfbe542c,Femenino,35,Metropolitana de Santiago
cb927b54-4583-435f-a003-05bd6015c6b0,Femenino,44,Metropolitana de Santiago
30c300cb-2675-4590-bc95-47e7bc9f0297,Masculino,33,Maule
ec767fda-704e-477c-87c1-ece287b7222c,Masculino,51,Los Lagos
6382b74e-0547-4042-b958-50788730352f,Masculino,66,Metropolitana de Santiago
1b7d3130-d9b5-4aa5-b41b-ffc1ec33ee32,Masculino,41,Metropolitana de Santiago
be1ab3e9-da2a-4794-8faa-a15f03c6e4e0,Masculino,37,Metropolitana de Santiago
be1ab3e9-da2a-4794-8faa-a15f03c6e4e0,Masculino,37,Metropolitana de Santiago
be1ab3e9-da2a-4794-8faa-a15f03c6e4e0,Masculino,37,Metropolitana de Santiago
be1ab3e9-da2a-4794-8faa-a15f03c6e4e0,Masculino,37,Metropolitana de Santiago
f15b91ba-e389-44e1-979f-ae2fb37df117,Masculino,42,Los Lagos
be1ab3e9-da2a-4794-8faa-a15f03c6e4e0,Masculino,37,Metropolitana de Santiago
2ee47a7b-a2a1-477c-8040-016dace8667b,Femenino,20,Valparaíso
b2d36f21-5249-417a-95ff-3e6221fdff20,Masculino,36,Metropolitana de Santiago
6c363c36-5a10-4481-8daf-2fc403f7c1f7,Masculino,37,Metropolitana de Santiago
57a0d42f-c740-4906-b4a4-d6972151e551,Femenino,18,Magallanes
2038880f-f9af-4981-bfa1-4ee3ca0119dc,Masculino,36,Valparaíso
f7a772b4-9e49-4608-ba68-78b61f8cceb5,Femenino,45,Metropolitana de Santiago
2810b43c-9996-4175-9f83-36e1e9b4e5b0,Masculino,40,Maule
f0142a00-1470-4a76-864e-a70e231705da,Masculino,27,Biobío
14f5b544-8bb0-4c97-bc6a-98a2b6ea42fb,Masculino,28,Metropolitana de Santiago
ebce084e-781d-4fe3-9144-f8635792e19d,Masculino,29,Fuera de Chile
ad385137-2983-4a2c-94e6-ec228e040ea6,Femenino,26,Metropolitana de Santiago
4579c0f2-cfe6-4db9-9206-13c4faa8922a,Femenino,40,Maule
661e82f8-7189-4124-8d11-3c56ed616a08,Masculino,37,Metropolitana de Santiago
cd676ac9-d93f-4483-a341-4982aa7cf799,Masculino,39,Metropolitana de Santiago
ec1c5728-a89e-41ca-bc90-be8cb7002a32,Femenino,35,Metropolitana de Santiago
9b0a93a9-4f06-4a4e-a741-8710069bc0ad,Masculino,28,Metropolitana de Santiago
85fe52d6-ed04-4b74-b3bc-193ed14ac797,Femenino,28,Metropolitana de Santiago
becb4f05-737f-4f94-ab2b-67ef5532deb4,Masculino,29,Valparaíso
c6a8bad3-bf37-45e3-a410-219c2c967c81,Masculino,31,Fuera de Chile
f4e76491-6df4-4571-a29c-841763c30eed,Masculino,28,Fuera de Chile
f4e76491-6df4-4571-a29c-841763c30eed,Masculino,28,Fuera de Chile
f4e76491-6df4-4571-a29c-841763c30eed,Masculino,28,Fuera de Chile
f4e76491-6df4-4571-a29c-841763c30eed,Masculino,28,Fuera de Chile
f4e76491-6df4-4571-a29c-841763c30eed,Masculino,28,Fuera de Chile
a7b73d07-9d0f-455d-bd6e-5366acf6b177,Femenino,46,Metropolitana de Santiago
4fcb0e93-f2af-424c-83b3-a2901196862a,Masculino,32,Metropolitana de Santiago
35163182-45d6-4494-aca0-899ad754a857,Masculino,42,Fuera de Chile
f2f735ef-af08-47c9-ab1c-eef543cb1a6c,Femenino,30,Metropolitana de Santiago
afcb6dbc-716a-4463-8794-8f7749493d27,Masculino,49,Biobío
50b42a35-0943-477b-9bb2-911724a76d81,Masculino,52,Metropolitana de Santiago
2b99717d-a356-4883-97ce-fe8af5745a96,Masculino,35,Metropolitana de Santiago
84fbbbfc-25b1-4fcc-898d-0860c0661cb0,Femenino,59,Metropolitana de Santiago
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
4b203a19-4095-4f4e-ac3e-7ff812b6ed88,Femenino,48,Metropolitana de Santiago
9128df0c-ffa1-47cf-bdec-e99802b33b06,Masculino,24,Valparaíso
a952f084-927e-43f0-94dc-8bea6b7356d7,Masculino,27,Metropolitana de Santiago
bb1d1dfb-07d3-4ae7-af40-39ce66d0c115,Femenino,28,Metropolitana de Santiago
4c7e9ac5-8a98-4bb7-853a-028bc45d21b7,Femenino,44,Valparaíso
b2763194-dd71-4a80-bd52-eb1de5eff9b8,Masculino,35,Metropolitana de Santiago
847126bf-a457-445f-ba23-edad657a67e2,Masculino,35,Metropolitana de Santiago
0ada5ccc-920e-4175-aa46-2623cd4c439c,Masculino,40,Metropolitana de Santiago
ed0b40c2-c7dc-419c-aae7-ed9acdc6bcb2,Femenino,38,Metropolitana de Santiago
f1ab730b-983c-4e22-a6be-61962c151e77,Masculino,28,Metropolitana de Santiago
46a60940-04c4-4074-bb5a-11ba56cc00fd,Masculino,42,Valparaíso
eec94dc7-585b-4f12-9411-d7771edb1cb8,Masculino,30,Metropolitana de Santiago
2dc130f8-e74b-4dd8-bb6a-2b99eb1a2c02,Masculino,37,Metropolitana de Santiago
bec3b311-b162-45ac-8c33-cca96238e8b7,Femenino,42,Metropolitana de Santiago
817def4d-5da5-4cba-b8a7-d9d6f5d701d1,Masculino,44,Metropolitana de Santiago
639a3fc2-28ca-4f31-8246-25ac7e333463,Femenino,23,Biobío
e8e74af1-64f8-46a4-9444-bde3ddac9a8e,Femenino,46,Metropolitana de Santiago
d2eee6af-fb4d-4132-a6e5-1b38df07f44c,Masculino,48,Metropolitana de Santiago
b7b780f5-ab9f-4582-9e55-36546e7b8e96,Femenino,18,Metropolitana de Santiago
b7b780f5-ab9f-4582-9e55-36546e7b8e96,Femenino,18,Metropolitana de Santiago
d321c9fc-7403-4eae-b3dd-045420e1be74,Masculino,23,Metropolitana de Santiago
778be589-a127-4c54-82b1-1996169ef62c,Masculino,59,Metropolitana de Santiago
dea84fbe-7023-4632-a7eb-27263c7bee75,Femenino,42,Biobío
a5806bdd-9828-4731-aa54-f7170fbb8d25,Femenino,28,Metropolitana de Santiago
de3f4270-238d-4643-a1cf-5378692df7de,Masculino,45,Metropolitana de Santiago
0638e81a-edda-4d4b-a9ed-85e1643bdb34,Femenino,34,Biobío
083e1f05-fbe9-4295-8f73-598656d644c3,Femenino,52,Valparaíso
30c300cb-2675-4590-bc95-47e7bc9f0297,Masculino,33,Maule
78087657-b2a4-4b12-8ca7-232c84741397,Femenino,62,Araucanía
e6e47afa-802b-4e29-aa51-406d6b7da39e,Femenino,28,Biobío
d15fadd9-cbe6-42df-8090-841633750a1b,Femenino,38,Biobío
b19c7260-7a9a-4f95-a67a-02e18c04ab49,Masculino,35,Metropolitana de Santiago
1fe2de54-2d2a-41c5-a3bd-395022c310c8,Masculino,38,Metropolitana de Santiago
e6da6e7a-970d-4a46-a1a4-f874e9c08802,Femenino,30,Valparaíso
ad9cbdc4-7ecc-420e-a9c7-41b70a20db3e,Femenino,47,Los Lagos
fcc70c9a-c850-458b-b079-d314a985bdff,Masculino,31,Metropolitana de Santiago
fcc70c9a-c850-458b-b079-d314a985bdff,Masculino,31,Metropolitana de Santiago
fcc70c9a-c850-458b-b079-d314a985bdff,Masculino,31,Metropolitana de Santiago
8058f436-8138-42b3-8401-51e3115dfdb2,Femenino,27,Maule
802c691e-932c-41b7-b029-5fafedc8f5a9,Masculino,46,Fuera de Chile
1cb080e1-5b34-4519-be5f-2aeed4d61664,Masculino,41,Metropolitana de Santiago
e9f41a21-a4f0-4824-85c0-23b618544aea,Femenino,27,Fuera de Chile
e1c07e3c-1262-4747-8406-c3e8ab9925c0,Femenino,31,Metropolitana de Santiago
0d4f7125-9e76-4f4e-8e94-d587713bdb7f,Femenino,30,Metropolitana de Santiago
97ada6b6-687e-4f9f-b998-a22abb9bd11e,Femenino,30,Coquimbo
e51a0be8-cc7c-4d7d-8359-c5193a8f3122,Masculino,51,O'Higgins
172a5246-52bc-459d-8b0d-0f88247fd848,Masculino,34,Fuera de Chile
537a281e-2ae2-451d-912d-d4481275ed6b,Masculino,35,Metropolitana de Santiago
51700a05-bc14-4234-88d7-45ea6144d5fe,Masculino,44,Metropolitana de Santiago
c1fc3397-f672-4292-8490-a5bb767ab672,Femenino,52,Metropolitana de Santiago
42e403f6-184f-48b3-9cf1-d820f85778d8,Masculino,53,Metropolitana de Santiago
cbf2c449-79f6-45a6-813f-e6c78091636b,Femenino,38,Metropolitana de Santiago
ab6d3c4d-1597-4a1f-875d-21e636fce6e6,Masculino,70,Fuera de Chile
5260a247-fd80-4cdd-bac1-f8072692d711,Masculino,28,Fuera de Chile
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
7fa2a83c-6fd9-49e7-8fc6-456abbeae733,Masculino,29,Biobío
725b8d1c-9efb-46c7-be2d-cd4fd320831c,Femenino,62,Biobío
b9bcd1d8-a088-406c-8586-043a14f3f2cd,Masculino,35,Metropolitana de Santiago
d36104aa-be0d-4d88-85d8-69c9ebf516d2,Masculino,50,Metropolitana de Santiago
cfde4072-4623-4e45-a0fd-3c5fb2fb22e5,Masculino,55,Metropolitana de Santiago
eba67b84-10fd-4fa2-a1f3-db8df20d22fd,Femenino,68,Metropolitana de Santiago
287297af-bc8f-4f86-b923-18250dce92f7,Masculino,45,Metropolitana de Santiago
bcd1f715-7738-45e9-a9ae-2a91c09528f6,Masculino,38,Metropolitana de Santiago
105e2be4-be3b-4a61-aee2-84457f67dc09,Masculino,39,Metropolitana de Santiago
680644ca-84be-4c05-873b-b2ab1710edae,Masculino,28,Metropolitana de Santiago
1aee5537-dd01-43cb-8c4d-b44169eca0d8,Femenino,38,Metropolitana de Santiago
fe80b999-9b2e-4f13-a800-fff7de589ed2,Masculino,30,Metropolitana de Santiago
978aa9fc-629f-490c-8050-7e8afb53fce8,Masculino,32,Fuera de Chile
f1915274-4713-44da-88d5-0e201fbeafb9,Masculino,49,Metropolitana de Santiago
215f2851-0bc7-4c04-84b3-529014ec5d5d,Femenino,35,Metropolitana de Santiago
40e12a45-3d14-4abc-bcd1-372705e96f93,Femenino,37,Fuera de Chile
6c6c2cb1-7048-42c9-aaab-f3515d4bcb6a,Femenino,46,Metropolitana de Santiago
7b3ffb1f-81dc-467d-bb02-e7b83c086e87,Masculino,50,Valparaíso
30c300cb-2675-4590-bc95-47e7bc9f0297,Masculino,33,Maule
247c4c74-2b32-470e-85ad-c5262dd41d6c,Masculino,31,Metropolitana de Santiago
ef989163-7ac6-40c1-b65f-790b7ee92a9a,Masculino,60,Metropolitana de Santiago
f15b91ba-e389-44e1-979f-ae2fb37df117,Masculino,42,Los Lagos
be1ab3e9-da2a-4794-8faa-a15f03c6e4e0,Masculino,37,Metropolitana de Santiago
169bf5b2-b378-4124-9e92-b6ce5d658c9c,Masculino,42,Arica y Parinacota
bfeebfb6-69d7-4b0b-992c-ba75b86ecfd9,Masculino,68,Metropolitana de Santiago
